ADDRESS_ID,ADDRESS_TYPE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,ADDRESS_LINE5,ADDRESS_LINE6,ADDRESS_LINE7,ADDRESS_LINE8,ADDRESS_NO,CONTACT_NO,LANGUAGE_ID,COMPANY_NAME0,COMPANY_NAME1,COMPANY_NAME2,COMPANY_NAME3,ADDRESS_SUP,CO_ENDORSEMENT,STREET,PO_BOX,MAIL_ZIP,MAIL_ZIP_SUP,MAIL_CITY,WHITE_MAIL_STOP,TEL,TEL_STOP,WEBSITE,EMAIL_POOL,GENDER_ID,GENDER,TITLE_ID,TITLE,FIRSTNAME,LASTNAME,LASTNAME2,LASTNAME2_TYPE,NAME_ATTRIBUTE,POSITION,SALUTATION,CANTON,ORGANIZATION_TYPE,COMPANY_FOUNDING,COM_REG_ENTRY,UID_NO,MAIN_ACTIVITY_CODE,MAIN_ACTIVITY_CODE_TEXT,NUM_EMPLOYEE_STAT,LEGAL_FORM_TEXT,SALES_STAT,LINE_SUP,Motorrad
597,B,Herr,Markus Hess,4wärts Fahrschule,Pfandacker 33,3033 Wohlen b. Bern,,,,1447603,1447634,1,Herr,Markus Hess,4wärts Fahrschule,,,,Pfandacker 33,,3033,0,Wohlen b. Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Markus,Hess,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Hess,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.402.185,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1684,B,Markus Meier,Autofahrschule,Breitmaadweg 20,3038 Kirchlindach,,,,,4103785,0,1,,Markus Meier,Autofahrschule,,,,Breitmaadweg 20,,3038,0,Kirchlindach,N,nicht bestellt,Y,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,nein
563,B,Herr,Emanuel Scherler,Fahrschule,Guggisacker 1,3046 Wahlendorf,,,,1244444,1244469,1,Herr,Emanuel Scherler,Fahrschule,,,,Guggisacker 1,,3046,0,Wahlendorf,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Emanuel,Scherler,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Scherler,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.159.105,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
684,B,Frau,Karin Bösiger,Autofahrschule,Steinackerweg 2,3049 Säriswil,,,,1518663,1518664,1,Frau,Karin Bösiger,Autofahrschule,,,,Steinackerweg 2,,3049,0,Säriswil,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Karin,Bösiger,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Bösiger,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
679,B,Herr,Eduard Boschung,Autofahrschule,Häberlimatteweg 55,3052 Zollikofen,,,,1518635,1518636,1,Herr,Eduard Boschung,Autofahrschule,,,,Häberlimatteweg 55,,3052,0,Zollikofen,N,nicht bestellt,Y,www.fahrschule-boschung.ch,nicht bestellt,1,Herr,,,Eduard,Boschung,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Boschung,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
692,B,Herr,Heinz Dysli,Autofahrschule,Bim Hasel 9,3052 Zollikofen,,,,1518701,1518702,1,Herr,Heinz Dysli,Autofahrschule,,,,Bim Hasel 9,,3052,0,Zollikofen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Heinz,Dysli,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Dysli,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1382,B,Fahrschule Bern-Drive GmbH,Herr Elvis Turkanovic,Kreuzstrasse 9,3052 Zollikofen,,,,,3451087,3451251,1,,Fahrschule Bern-Drive GmbH,,,,,Kreuzstrasse 9,,3052,0,Zollikofen,N,nicht bestellt,Y,www.berndrive.ch,nicht bestellt,1,Herr,,,Elvis,Turkanovic,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Turkanovic,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-357.757.639,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
1628,B,Herr,Ilhan Bikmaz,Fahrschule,Alpenblickstrasse 3,3052 Zollikofen,,,,4097397,4097422,1,Herr,Ilhan Bikmaz,Fahrschule,,,,Alpenblickstrasse 3,,3052,0,Zollikofen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Ilhan,Bikmaz,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bikmaz,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1279,B,Herr,Rolf Munter,Munter's Fahrschule,Neumattstrasse 14,3053 Münchenbuchsee,,,,3182688,3182743,1,Herr,Rolf Munter,Munter's Fahrschule,,,,Neumattstrasse 14,,3053,0,Münchenbuchsee,N,nicht bestellt,Y,www.muntersfahrschule.ch,nicht bestellt,1,Herr,,,Rolf,Munter,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Munter,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1331,B,Herr,Hanspeter Trachsel,Autofahrschule,Mittelweg 6A,3063 Ittigen,,,,3186349,3186414,1,Herr,Hanspeter Trachsel,Autofahrschule,,,,Mittelweg 6A,,3063,0,Ittigen,N,nicht bestellt,Y,www.l-studio.ch,nicht bestellt,1,Herr,,,Hanspeter,Trachsel,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Trachsel,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
134,B,Herr,Max Klöti,Peugeot Fahrschule,Hühnerbühlstrasse 41,3065 Bolligen,,,,457539,272517,1,Herr,Max Klöti,Peugeot Fahrschule,,,,Hühnerbühlstrasse 41,,3065,0,Bolligen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Max,Klöti,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Klöti,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
237,B,Frau,Antonia Biedermann,Autofahrschule,Worblentalstrasse 181,3065 Bolligen,,,,534098,764735,1,Frau,Antonia Biedermann,Autofahrschule,,,,Worblentalstrasse 181,,3065,0,Bolligen,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Antonia,Biedermann,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Biedermann,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1744,B,Herr,Naim Maurer,Ausbildungscenter Bern,Bernstrasse 3,3066 Stettlen,,,,4153859,4153973,1,Herr,Naim Maurer,Ausbildungscenter Bern,,,,Bernstrasse 3,,3066,0,Stettlen,N,nicht bestellt,Y,www.ausbildungs-center.ch,nicht bestellt,1,Herr,,,Naim,Maurer,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Maurer,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-163.871.314,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1891,B,Fahrschule Gecko C&S KLG,Herr Stefan Rothenbühler,Bernstrasse 20,3067 Boll,,,,,4430427,4970293,1,,Fahrschule Gecko C&S KLG,,,,,Bernstrasse 20,,3067,0,Boll,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Stefan,Rothenbühler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Rothenbühler,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-240.853.464,855300,Autofahrschulen & Flugschulen,01-Sep,& Co Kollektivges.,nicht bestellt,,ja
1705,B,Herr,Fritz Schindler,Fahrschule Top Mobil,Bernstrasse 4,3072 Ostermundigen,,,,4105815,4105836,1,Herr,Fritz Schindler,Fahrschule Top Mobil,,,,Bernstrasse 4,,3072,0,Ostermundigen,N,nicht bestellt,Y,www.topmobil.ch,nicht bestellt,1,Herr,,,Fritz,Schindler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schindler,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1721,B,Frau,Nyangi Matondo,Autofahrschule,Oberfeldweg 18,3072 Ostermundigen,,,,4106449,4106498,1,Frau,Nyangi Matondo,Autofahrschule,,,,Oberfeldweg 18,,3072,0,Ostermundigen,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Nyangi,Matondo,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Matondo,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
709,B,Herr,Martin Scherler,Autofahrschule,Mittelstrasse 3,3073 Gümligen,,,,1518788,1518789,1,Herr,Martin Scherler,Autofahrschule,,,,Mittelstrasse 3,,3073,0,Gümligen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Martin,Scherler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Scherler,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
677,B,Herr,Hans-Rudolf Amstutz,Autofahrschule,Dennigkofenweg 69b,3073 Gümligen,,,,1518625,1518626,1,Herr,Hans-Rudolf Amstutz,Autofahrschule,,,,Dennigkofenweg 69b,,3073,0,Gümligen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Hans-Rudolf,Amstutz,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Amstutz,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
501,B,Herr,Heinz Schüpbach,Autofahrschule,Scheyenholzstrasse 15,3075 Rüfenacht BE,,,,672139,774011,1,Herr,Heinz Schüpbach,Autofahrschule,,,,Scheyenholzstrasse 15,,3075,0,Rüfenacht BE,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Heinz,Schüpbach,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schüpbach,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
687,B,Frau,Barbara Brentani,Autofahrschule,Sonneggstrasse 18A,3076 Worb,,,,1518668,1518669,1,Frau,Barbara Brentani,Autofahrschule,,,,Sonneggstrasse 18A,,3076,0,Worb,N,nicht bestellt,Y,www.fahrschule-brentani.ch,nicht bestellt,2,Frau,,,Barbara,Brentani,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Brentani,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
676,B,Herr,Thomas Suter,Autofahrschule,Zaunweg 8,3084 Wabern,,,,1518352,1518353,1,Herr,Thomas Suter,Autofahrschule,,,,Zaunweg 8,,3084,0,Wabern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Thomas,Suter,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Suter,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
15,B,Herr,Roland Wälti,Auto-& Motorradfahrschule,Grünenbodenweg 13,3095 Spiegel b. Bern,,,,44415,343680,1,Herr,Roland Wälti,Auto-& Motorradfahrschule,,,,Grünenbodenweg 13,,3095,0,Spiegel b. Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Roland,Wälti,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Wälti,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
701,B,Herr,Max Mathis,Autofahrschule,Sollrütistrasse 52,3098 Schliern b. Köniz,,,,1518762,1518763,1,Herr,Max Mathis,Autofahrschule,,,,Sollrütistrasse 52,,3098,1,Schliern b. Köniz,N,nicht bestellt,Y,www.maxima-l.ch,nicht bestellt,1,Herr,,,Max,Mathis,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Mathis,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1344,B,Herr,Remo Braunschweiler,Fahrschule prodrive,Schaufelweg 33,3098 Schliern b. Köniz,,,,3188883,3189021,1,Herr,Remo Braunschweiler,Fahrschule prodrive,,,,Schaufelweg 33,,3098,1,Schliern b. Köniz,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Remo,Braunschweiler,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Braunschweiler,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-325.613.545,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1147,B,Herr,Oscar Martinez,Fahrflash,Stapfenstrasse 1,3098 Köniz,,,,2935686,3120444,1,Herr,Oscar Martinez,Fahrflash,,,,Stapfenstrasse 1,,3098,0,Köniz,N,nicht bestellt,Y,www.fahrflash.ch,nicht bestellt,1,Herr,,,Oscar,Martinez,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Martinez,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
493,B,Herr,Werner Schmutz,Autofahrschule,Hölzliackerweg 10a,3110 Münsingen,,,,671984,773958,1,Herr,Werner Schmutz,Autofahrschule,,,,Hölzliackerweg 10a,,3110,0,Münsingen,N,nicht bestellt,Y,www.fahrschule-schmutz.ch,nicht bestellt,1,Herr,,,Werner,Schmutz,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schmutz,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1084,B,Christian Arber,Auto-& Motorradfahrschule,Bodenweg 1,3114 Wichtrach,,,,,2355510,0,1,,Christian Arber,Auto-& Motorradfahrschule,,,,Bodenweg 1,,3114,0,Wichtrach,N,nicht bestellt,Y,www.fahrschule-arber.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,ja
300,B,Herr,Urs Flückiger,Autofahrschule,Schulhausstrasse 22,3114 Wichtrach,,,,643054,785185,1,Herr,Urs Flückiger,Autofahrschule,,,,Schulhausstrasse 22,,3114,0,Wichtrach,N,nicht bestellt,Y,www.profnet.ch,nicht bestellt,1,Herr,,,Urs,Flückiger,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Flückiger,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
704,B,Herr,Luigi Merenda,Autofahrschule,Eichenrain 19,3122 Kehrsatz,,,,1518767,1518768,1,Herr,Luigi Merenda,Autofahrschule,,,,Eichenrain 19,,3122,0,Kehrsatz,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Luigi,Merenda,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Merenda,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
180,B,Herr,Kurt Schulthess,Autofahrschule,Eigerweg 26,3122 Kehrsatz,,,,494757,293636,1,Herr,Kurt Schulthess,Autofahrschule,,,,Eigerweg 26,,3122,0,Kehrsatz,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Kurt,Schulthess,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schulthess,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
681,B,Herr,Ulrich Binggeli,Autofahrschule,Neumattstrasse 36,3123 Belp,,,,1518652,1518653,1,Herr,Ulrich Binggeli,Autofahrschule,,,,Neumattstrasse 36,,3123,0,Belp,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Ulrich,Binggeli,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Binggeli,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1118,B,Herr,Stephan Wolf,L-drive Fahrschule,Baumgartenstrasse 7,3123 Belp,,,,2560513,2560723,1,Herr,Stephan Wolf,L-drive Fahrschule,,,,Baumgartenstrasse 7,,3123,0,Belp,N,nicht bestellt,Y,www.wolfdrive.ch,nicht bestellt,1,Herr,,,Stephan,Wolf,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Wolf,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-115.112.513,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
523,B,Gasser Brosi GmbH,Autofahrschule,Frau Ursula Gasser,Felbenacker 220,3123 Belp,,,,1035588,1035591,1,,Gasser Brosi GmbH,Autofahrschule,,,,Felbenacker 220,,3123,0,Belp,N,nicht bestellt,N,www.fahrschulegasser.ch,nicht bestellt,2,Frau,,,Ursula,Gasser,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrte Frau Gasser,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-100.290.850,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
531,B,Drive Center Belp GmbH,Frau Judith Wili,Hühnerhubelstrasse 99,3123 Belp,,,,,1070660,2367768,1,,Drive Center Belp GmbH,,,,,Hühnerhubelstrasse 99,,3123,0,Belp,N,nicht bestellt,Y,www.drivecenterbelp.ch,nicht bestellt,2,Frau,,,Judith,Wili,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrte Frau Wili,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-105.292.603,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
1213,B,Herr,Andreas von Niederhäusern,Autofahrschule,Bifang 20B,3124 Belpberg,,,,3155930,3155955,1,Herr,Andreas von Niederhäusern,Autofahrschule,,,,Bifang 20B,,3124,0,Belpberg,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Andreas,von Niederhäusern,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr von Niederhäusern,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1287,B,Herr,Andreas Bühlmann,Fahrschulerei,Hangweg 7,3125 Toffen,,,,3182698,3182752,1,Herr,Andreas Bühlmann,Fahrschulerei,,,,Hangweg 7,,3125,0,Toffen,N,nicht bestellt,Y,www.fahrschulerei.ch,nicht bestellt,1,Herr,,,Andreas,Bühlmann,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bühlmann,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
292,B,Frau,Margrit Aeschbach,Autofahrschule,Niesenweg 4,3127 Mühlethurnen,,,,632205,768448,1,Frau,Margrit Aeschbach,Autofahrschule,,,,Niesenweg 4,,3127,0,Mühlethurnen,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Margrit,Aeschbach,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Aeschbach,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
713,B,Herr,Alfred Wenger,Autofahrschule,Schindelacker 111,3128 Rümligen,,,,1518829,1518830,1,Herr,Alfred Wenger,Autofahrschule,,,,Schindelacker 111,,3128,2,Rümligen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Alfred,Wenger,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Wenger,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
714,B,Herr,Erwin Zumbach,Fahrschule,Käsereistrasse 11,3145 Niederscherli,,,,1518843,1518844,1,Herr,Erwin Zumbach,Fahrschule,,,,Käsereistrasse 11,,3145,0,Niederscherli,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Erwin,Zumbach,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Zumbach,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1004,B,Herr,Kaspar Trachsel,Ballonfahrten & Autofahrschule,Thangässli 10,3150 Schwarzenburg,,,,1694631,1518331,1,Herr,Kaspar Trachsel,Ballonfahrten & Autofahrschule,,,,Thangässli 10,,3150,0,Schwarzenburg,N,nicht bestellt,Y,www.ballon-kaspar.ch,nicht bestellt,1,Herr,,,Kaspar,Trachsel,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Trachsel,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-108.031.536,511000,Luftfahrt Personenbeförderung,01-Sep,Einzelfirma,nicht bestellt,,nein
1199,B,Frau,Anita Binggeli,Anitas Fahrschule,Bernstrasse 19,3150 Schwarzenburg,,,,3140881,3141012,1,Frau,Anita Binggeli,Anitas Fahrschule,,,,Bernstrasse 19,,3150,0,Schwarzenburg,N,nicht bestellt,N,www.anitas-fahrschule.ch,nicht bestellt,2,Frau,,,Anita,Binggeli,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Binggeli,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
494,B,Frau,Liz Gerber,Autofahrschule,Erlenmattstrasse 21,3172 Niederwangen b. Bern,,,,671991,773962,1,Frau,Liz Gerber,Autofahrschule,,,,Erlenmattstrasse 21,,3172,0,Niederwangen b. Bern,N,nicht bestellt,Y,www.fahrschule-gerber.ch,nicht bestellt,2,Frau,,,Liz,Gerber,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Gerber,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1655,B,Herr,Peter Herren,Fahrschule,Freiburgstrasse 67,3174 Thörishaus,,,,4103727,4103801,1,Herr,Peter Herren,Fahrschule,,,,Freiburgstrasse 67,,3174,0,Thörishaus,N,nicht bestellt,Y,www.fahrschule-herren.ch,nicht bestellt,1,Herr,,,Peter,Herren,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1369,B,Zoltn Piriczki,Street Drive,Herr Zoltán Piriczki,Austrasse 11,3175 Flamatt,,,,3367512,3367638,1,,Zoltn Piriczki,Street Drive,,,,Austrasse 11,,3175,0,Flamatt,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Zoltán,Piriczki,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Piriczki,FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-386.174.575,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
123,B,Imhof Fahrschule &,Transporte AG,Herr Peter Imhof,Austrasse 119,3176 Neuenegg,,,,445779,831772,1,,Imhof Fahrschule &,Transporte AG,,,,Austrasse 119,,3176,0,Neuenegg,N,nicht bestellt,Y,www.imhof-transporte.ch,nicht bestellt,1,Herr,,,Peter,Imhof,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrter Herr Imhof,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-108.061.023,493901,Landverkehr nicht-regelmässige Personenbeförderung,01-Sep,AG,nicht bestellt,,nein
1035,B,Marcel Imhof,Auto- & Motorradfahrschule,Austrasse 119,3176 Neuenegg,,,,,1905532,0,1,,Marcel Imhof,Auto- & Motorradfahrschule,,,,Austrasse 119,,3176,0,Neuenegg,N,nicht bestellt,Y,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,ja
1621,B,Herr,Stefan Melliger,Fahrschule Melliger,Neuengasse 14,3177 Laupen BE,,,,4097390,4097416,1,Herr,Stefan Melliger,Fahrschule Melliger,,,,Neuengasse 14,,3177,0,Laupen BE,N,nicht bestellt,Y,www.melli-drive.ch,nicht bestellt,1,Herr,,,Stefan,Melliger,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Melliger,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1288,B,Frau,Thérèse Trachsel,Fahrschule no-witchery,Unterbösingenstrasse 34,3178 Bösingen,,,,3182699,3182753,1,Frau,Thérèse Trachsel,Fahrschule no-witchery,,,,Unterbösingenstrasse 34,,3178,0,Bösingen,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Thérèse,Trachsel,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Trachsel,FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
995,B,Herr,Marcel Imhof,Auto- & Motorradfahrschule,Flamattstrasse 117,3182 Ueberstorf,,,,1670746,1670892,1,Herr,Marcel Imhof,Auto- & Motorradfahrschule,,,,Flamattstrasse 117,,3182,0,Ueberstorf,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Marcel,Imhof,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Imhof,FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-113.663.185,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1647,B,Herr,Adrian Aeschbach,Fahrschule,Bodenmattstrasse 17,3185 Schmitten FR,,,,4103174,4103225,1,Herr,Adrian Aeschbach,Fahrschule,,,,Bodenmattstrasse 17,,3185,0,Schmitten FR,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Adrian,Aeschbach,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Aeschbach,FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
